# X:$14A800  X_14A800_cos8k_full  (8192 words)
# m18 phaser LFO quadrature COS (read at $144ED6/$145078: x:(r0+$14a800),b)
# 3 bytes/word big-endian signed 24-bit fraction = word/2^23
#  idx | hex     signed24   fraction(24-bit)
   537 | 754BAF   7687087   +0.9163722
   538 | 75419D   7684509   +0.9160649
   539 | 753787   7681927   +0.9157571
   540 | 752D6C   7679340   +0.9154487
   541 | 75234C   7676748   +0.9151397
   542 | 751928   7674152   +0.9148302
   543 | 750EFF   7671551   +0.9145201
   544 | 7504D2   7668946   +0.9142096
   545 | 74FAA1   7666337   +0.9138986
   546 | 74F06B   7663723   +0.9135870
   547 | 74E630   7661104   +0.9132748
   548 | 74DBF1   7658481   +0.9129621
   549 | 74D1AD   7655853   +0.9126488
   550 | 74C765   7653221   +0.9123350
   551 | 74BD19   7650585   +0.9120208
   552 | 74B2C8   7647944   +0.9117060
   553 | 74A872   7645298   +0.9113905
   554 | 749E18   7642648   +0.9110746
   555 | 7493B9   7639993   +0.9107581
   556 | 748956   7637334   +0.9104412
   557 | 747EEF   7634671   +0.9101237
   558 | 747483   7632003   +0.9098057
   559 | 746A12   7629330   +0.9094870
   560 | 745F9D   7626653   +0.9091679
   561 | 745523   7623971   +0.9088482
   562 | 744AA5   7621285   +0.9085280
   563 | 744023   7618595   +0.9082073
   564 | 74359C   7615900   +0.9078860
   565 | 742B10   7613200   +0.9075642
   566 | 742080   7610496   +0.9072418
   567 | 7415EC   7607788   +0.9069190
   568 | 740B53   7605075   +0.9065956
   569 | 7400B6   7602358   +0.9062717
   570 | 73F614   7599636   +0.9059472
   571 | 73EB6E   7596910   +0.9056222
   572 | 73E0C3   7594179   +0.9052967
   573 | 73D613   7591443   +0.9049705
   574 | 73CB60   7588704   +0.9046440
   575 | 73C0A8   7585960   +0.9043169
   576 | 73B5EB   7583211   +0.9039892
   577 | 73AB2A   7580458   +0.9036610
   578 | 73A064   7577700   +0.9033322
   579 | 73959A   7574938   +0.9030030
   580 | 738ACC   7572172   +0.9026732
   581 | 737FF9   7569401   +0.9023429
   582 | 737521   7566625   +0.9020120
   583 | 736A46   7563846   +0.9016807
   584 | 735F65   7561061   +0.9013487
   585 | 735481   7558273   +0.9010164
   586 | 734997   7555479   +0.9006833
   587 | 733EAA   7552682   +0.9003499
   588 | 7333B8   7549880   +0.9000158
   589 | 7328C1   7547073   +0.8996812
   590 | 731DC6   7544262   +0.8993461
   591 | 7312C7   7541447   +0.8990105
   592 | 7307C3   7538627   +0.8986744
   593 | 72FCBB   7535803   +0.8983377
   594 | 72F1AE   7532974   +0.8980005
   595 | 72E69D   7530141   +0.8976628
   596 | 72DB87   7527303   +0.8973244
   597 | 72D06D   7524461   +0.8969857
   598 | 72C54F   7521615   +0.8966464
   599 | 72BA2C   7518764   +0.8963065
   600 | 72AF05   7515909   +0.8959662
   601 | 72A3D9   7513049   +0.8956252
   602 | 7298A9   7510185   +0.8952838
   603 | 728D74   7507316   +0.8949418
   604 | 72823C   7504444   +0.8945994
   605 | 7276FE   7501566   +0.8942564
   606 | 726BBC   7498684   +0.8939128
   607 | 726076   7495798   +0.8935688
   608 | 72552C   7492908   +0.8932242
   609 | 7249DD   7490013   +0.8928791
   610 | 723E89   7487113   +0.8925334
   611 | 723331   7484209   +0.8921872
   612 | 7227D5   7481301   +0.8918406
   613 | 721C75   7478389   +0.8914934
   614 | 721110   7475472   +0.8911457
   615 | 7205A6   7472550   +0.8907974
   616 | 71FA38   7469624   +0.8904486
   617 | 71EEC6   7466694   +0.8900993
   618 | 71E350   7463760   +0.8897495
   619 | 71D7D5   7460821   +0.8893992
   620 | 71CC55   7457877   +0.8890482
