# P:$142158  filter_tbl_142158  (1600 words)
# FILTER stage2 table, indexed 0..1599 (min(idx,$63F)); used at P:$0630/0666/0700/072D
#  idx | hex     signed24   fraction(24-bit)
   686 | 015CFE     89342   0.0106504
   687 | 015EE3     89827   0.0107082
   688 | 0160CB     90315   0.0107664
   689 | 0162B5     90805   0.0108248
   690 | 0164A2     91298   0.0108836
   691 | 016692     91794   0.0109427
   692 | 016884     92292   0.0110021
   693 | 016A79     92793   0.0110618
   694 | 016C71     93297   0.0111219
   695 | 016E6C     93804   0.0111823
   696 | 017069     94313   0.0112430
   697 | 017269     94825   0.0113040
   698 | 01746C     95340   0.0113654
   699 | 017672     95858   0.0114272
   700 | 01787A     96378   0.0114892
   701 | 017A85     96901   0.0115515
   702 | 017C93     97427   0.0116142
   703 | 017EA4     97956   0.0116773
   704 | 0180B8     98488   0.0117407
   705 | 0182CF     99023   0.0118045
   706 | 0184E9     99561   0.0118686
   707 | 018705    100101   0.0119330
   708 | 018925    100645   0.0119978
   709 | 018B47    101191   0.0120629
   710 | 018D6D    101741   0.0121285
   711 | 018F95    102293   0.0121943
   712 | 0191C1    102849   0.0122606
   713 | 0193EF    103407   0.0123271
   714 | 019620    103968   0.0123940
   715 | 019855    104533   0.0124613
   716 | 019A8D    105101   0.0125290
   717 | 019CC7    105671   0.0125970
   718 | 019F05    106245   0.0126654
   719 | 01A146    106822   0.0127342
   720 | 01A38A    107402   0.0128033
   721 | 01A5D1    107985   0.0128728
   722 | 01A81B    108571   0.0129427
   723 | 01AA69    109161   0.0130130
   724 | 01ACB9    109753   0.0130836
   725 | 01AF0D    110349   0.0131546
   726 | 01B165    110949   0.0132262
   727 | 01B3BF    111551   0.0132979
