# P:$143C06  kernel_tbl_143C06  (911 words)
# kernel tbl: P:$0660/068C region (gain/env), DSP2 loader ref P:$1114C3
#  idx | hex     signed24   fraction(24-bit)
   725 | 000DC3      3523   0.0004200
   726 | 000DD6      3542   0.0004222
   727 | 000DE9      3561   0.0004245
   728 | 000DFC      3580   0.0004268
   729 | 000E10      3600   0.0004292
   730 | 000E23      3619   0.0004314
   731 | 000E37      3639   0.0004338
   732 | 000E4B      3659   0.0004362
   733 | 000E5F      3679   0.0004386
   734 | 000E73      3699   0.0004410
   735 | 000E87      3719   0.0004433
   736 | 000E9B      3739   0.0004457
   737 | 000EAF      3759   0.0004481
   738 | 000EC4      3780   0.0004506
   739 | 000ED8      3800   0.0004530
   740 | 000EED      3821   0.0004555
   741 | 000F02      3842   0.0004580
   742 | 000F16      3862   0.0004604
   743 | 000F2B      3883   0.0004629
   744 | 000F40      3904   0.0004654
   745 | 000F56      3926   0.0004680
   746 | 000F6B      3947   0.0004705
   747 | 000F80      3968   0.0004730
   748 | 000F96      3990   0.0004756
   749 | 000FAC      4012   0.0004783
   750 | 000FC1      4033   0.0004808
   751 | 000FD7      4055   0.0004834
   752 | 000FED      4077   0.0004860
   753 | 001004      4100   0.0004888
   754 | 00101A      4122   0.0004914
   755 | 001030      4144   0.0004940
   756 | 001047      4167   0.0004967
   757 | 00105D      4189   0.0004994
   758 | 001074      4212   0.0005021
   759 | 00108B      4235   0.0005049
   760 | 0010A2      4258   0.0005076
   761 | 0010B9      4281   0.0005103
   762 | 0010D0      4304   0.0005131
   763 | 0010E8      4328   0.0005159
   764 | 0010FF      4351   0.0005187
   765 | 001117      4375   0.0005215
   766 | 00112E      4398   0.0005243
   767 | 001146      4422   0.0005271
   768 | 00115E      4446   0.0005300
   769 | 001177      4471   0.0005330
   770 | 00118F      4495   0.0005358
   771 | 0011A7      4519   0.0005387
   772 | 0011C0      4544   0.0005417
   773 | 0011D8      4568   0.0005445
   774 | 0011F1      4593   0.0005475
   775 | 00120A      4618   0.0005505
   776 | 001223      4643   0.0005535
   777 | 00123C      4668   0.0005565
   778 | 001256      4694   0.0005596
   779 | 00126F      4719   0.0005625
   780 | 001289      4745   0.0005656
   781 | 0012A3      4771   0.0005687
   782 | 0012BD      4797   0.0005718
   783 | 0012D7      4823   0.0005749
   784 | 0012F1      4849   0.0005780
   785 | 00130B      4875   0.0005811
   786 | 001326      4902   0.0005844
   787 | 001340      4928   0.0005875
   788 | 00135B      4955   0.0005907
   789 | 001376      4982   0.0005939
   790 | 001391      5009   0.0005971
   791 | 0013AC      5036   0.0006003
   792 | 0013C8      5064   0.0006037
   793 | 0013E3      5091   0.0006069
   794 | 0013FF      5119   0.0006102
   795 | 00141A      5146   0.0006135
   796 | 001436      5174   0.0006168
   797 | 001452      5202   0.0006201
   798 | 00146F      5231   0.0006236
   799 | 00148B      5259   0.0006269
   800 | 0014A8      5288   0.0006304
   801 | 0014C4      5316   0.0006337
   802 | 0014E1      5345   0.0006372
   803 | 0014FE      5374   0.0006406
   804 | 00151B      5403   0.0006441
   805 | 001539      5433   0.0006477
   806 | 001556      5462   0.0006511
   807 | 001574      5492   0.0006547
   808 | 001592      5522   0.0006583
   809 | 0015B0      5552   0.0006618
   810 | 0015CE      5582   0.0006654
   811 | 0015EC      5612   0.0006690
   812 | 00160B      5643   0.0006727
   813 | 001629      5673   0.0006763
   814 | 001648      5704   0.0006800
   815 | 001667      5735   0.0006837
   816 | 001686      5766   0.0006874
   817 | 0016A6      5798   0.0006912
   818 | 0016C5      5829   0.0006949
   819 | 0016E5      5861   0.0006987
   820 | 001705      5893   0.0007025
   821 | 001725      5925   0.0007063
   822 | 001745      5957   0.0007101
   823 | 001765      5989   0.0007139
   824 | 001786      6022   0.0007179
   825 | 0017A6      6054   0.0007217
   826 | 0017C7      6087   0.0007256
   827 | 0017E8      6120   0.0007296
   828 | 001809      6153   0.0007335
   829 | 00182B      6187   0.0007375
   830 | 00184C      6220   0.0007415
   831 | 00186E      6254   0.0007455
   832 | 001890      6288   0.0007496
   833 | 0018B2      6322   0.0007536
   834 | 0018D5      6357   0.0007578
   835 | 0018F7      6391   0.0007619
   836 | 00191A      6426   0.0007660
   837 | 00193D      6461   0.0007702
   838 | 001960      6496   0.0007744
   839 | 001983      6531   0.0007786
   840 | 0019A7      6567   0.0007828
   841 | 0019CA      6602   0.0007870
   842 | 0019EE      6638   0.0007913
   843 | 001A12      6674   0.0007956
   844 | 001A36      6710   0.0007999
   845 | 001A5B      6747   0.0008043
   846 | 001A7F      6783   0.0008086
   847 | 001AA4      6820   0.0008130
   848 | 001AC9      6857   0.0008174
   849 | 001AEF      6895   0.0008219
   850 | 001B14      6932   0.0008264
   851 | 001B3A      6970   0.0008309
   852 | 001B5F      7007   0.0008353
   853 | 001B85      7045   0.0008398
   854 | 001BAC      7084   0.0008445
   855 | 001BD2      7122   0.0008490
   856 | 001BF9      7161   0.0008537
   857 | 001C20      7200   0.0008583
   858 | 001C47      7239   0.0008630
   859 | 001C6E      7278   0.0008676
   860 | 001C96      7318   0.0008724
   861 | 001CBD      7357   0.0008770
   862 | 001CE5      7397   0.0008818
   863 | 001D0E      7438   0.0008867
   864 | 001D36      7478   0.0008914
   865 | 001D5F      7519   0.0008963
   866 | 001D87      7559   0.0009011
   867 | 001DB0      7600   0.0009060
   868 | 001DDA      7642   0.0009110
   869 | 001E03      7683   0.0009159
   870 | 001E2D      7725   0.0009209
   871 | 001E57      7767   0.0009259
   872 | 001E81      7809   0.0009309
   873 | 001EAB      7851   0.0009359
   874 | 001ED6      7894   0.0009410
   875 | 001F01      7937   0.0009462
   876 | 001F2C      7980   0.0009513
   877 | 001F57      8023   0.0009564
   878 | 001F83      8067   0.0009617
   879 | 001FAF      8111   0.0009669
   880 | 001FDB      8155   0.0009722
   881 | 002007      8199   0.0009774
   882 | 002034      8244   0.0009828
   883 | 002060      8288   0.0009880
   884 | 00208D      8333   0.0009934
   885 | 0020BB      8379   0.0009989
   886 | 0020E8      8424   0.0010042
   887 | 002116      8470   0.0010097
   888 | 002144      8516   0.0010152
   889 | 002172      8562   0.0010207
   890 | 0021A0      8608   0.0010262
   891 | 0021CF      8655   0.0010318
   892 | 0021FE      8702   0.0010374
   893 | 00222D      8749   0.0010430
   894 | 00225D      8797   0.0010487
   895 | 00228D      8845   0.0010544
   896 | 0022BD      8893   0.0010601
   897 | 0022ED      8941   0.0010659
   898 | 00231E      8990   0.0010717
   899 | 00234E      9038   0.0010774
   900 | 002380      9088   0.0010834
   901 | 0023B1      9137   0.0010892
   902 | 0023E2      9186   0.0010951
   903 | 002414      9236   0.0011010
   904 | 002447      9287   0.0011071
   905 | 002479      9337   0.0011131
   906 | 0024AC      9388   0.0011191
   907 | 0024DF      9439   0.0011252
   908 | 002512      9490   0.0011313
   909 | 002545      9541   0.0011374
   910 | 002579      9593   0.0011436
