# X:$14A000  X_14A000_sine8k_full  (8192 words)
# m18 phaser LFO quadrature SIN (read at $144ED4/$145076: x:(r0+$14a000),a)
# 3 bytes/word big-endian signed 24-bit fraction = word/2^23
#  idx | hex     signed24   fraction(24-bit)
   605 | 39497A   3754362   +0.4475548
   606 | 395FF2   3760114   +0.4482405
   607 | 397669   3765865   +0.4489261
   608 | 398CDD   3771613   +0.4496113
   609 | 39A34F   3777359   +0.4502963
   610 | 39B9BE   3783102   +0.4509809
   611 | 39D02C   3788844   +0.4516654
   612 | 39E697   3794583   +0.4523495
   613 | 39FD00   3800320   +0.4530334
   614 | 3A1367   3806055   +0.4537171
   615 | 3A29CB   3811787   +0.4544004
   616 | 3A402D   3817517   +0.4550835
   617 | 3A568D   3823245   +0.4557663
   618 | 3A6CEB   3828971   +0.4564489
   619 | 3A8347   3834695   +0.4571313
   620 | 3A99A0   3840416   +0.4578133
   621 | 3AAFF7   3846135   +0.4584950
   622 | 3AC64C   3851852   +0.4591765
   623 | 3ADC9E   3857566   +0.4598577
   624 | 3AF2EE   3863278   +0.4605386
   625 | 3B093C   3868988   +0.4612193
   626 | 3B1F88   3874696   +0.4618998
   627 | 3B35D1   3880401   +0.4625798
   628 | 3B4C18   3886104   +0.4632597
   629 | 3B625D   3891805   +0.4639393
   630 | 3B78A0   3897504   +0.4646187
